z_um,fraction_captured,power_dbm
0.0,0.0,-inf
1.0,0.030014249800570804,-15.226725072654332
2.0,0.05991419018560561,-12.224703063343403
3.0,0.08958649265290235,-10.477574658794062
4.0,0.11891977670736151,-9.247459149300312
5.0,0.1478055495890889,-8.3030925937373
6.0,0.17613910562967033,-7.541442131766624
7.0,0.20382037302310652,-6.907524079188898
8.0,0.23075469682316327,-6.3684945050303465
9.0,0.25685354821095263,-5.903144304932989
10.0,0.28203515148468894,-5.496967599627461
11.0,0.30622502177305233,-5.139593258063212
12.0,0.32935640812681377,-4.823338822845883
13.0,0.35137063836087407,-4.542345323416318
14.0,0.3722173637605872,-4.292033711044627
15.0,0.3918547034925347,-4.068749359610227
16.0,0.4102492902328092,-3.8695216164169683
17.0,0.4273762201099309,-3.691896463328068
18.0,0.4432189115228288,-3.533817171542109
19.0,0.45776887870924676,-3.393537360482552
20.0,0.47102542708366557,-3.2695564797925263
21.0,0.48299527831886796,-3.1605711481802015
22.0,0.49369213389961536,-3.06543792430472
23.0,0.5031361864241894,-2.983144463411442
24.0,0.5113535882688108,-2.9127869217484594
25.0,0.5183758873655409,-2.8535520819387123
26.0,0.5242394397852019,-2.8047030914913558
27.0,0.5289848085765336,-2.7655679988564086
28.0,0.532656157908129,-2.7355304784093533
29.0,0.5353006510105851,-2.714022284452012
30.0,0.5369678597447916,-2.7005170825428855
31.0,0.5377091928518661,-2.6945253861919753
32.0,0.5375773490950497,-2.6955903863405317
33.0,0.5366258006080509,-2.7032845057511965
34.0,0.5349083108412904,-2.717206544428534
35.0,0.5324784905694215,-2.7369793082946825
36.0,0.529389394510789,-2.762247633587695
37.0,0.5256931602304072,-2.792676735303971
38.0,0.5214406901683548,-2.8279508205515516
39.0,0.516681376868354,-2.8677719177167402
40.0,0.5114628707870882,-2.911858880467607
41.0,0.5058308894511245,-2.959946532269735
42.0,0.4998290662000461,-3.0117849226069677
43.0,0.4934988363139436,-3.0671386707343022
44.0,0.48687935797072673,-3.125786376731297
45.0,0.4800074652117643,-3.1875200830136214
46.0,0.47291764990918694,-3.25214477240388
47.0,0.4656420696194431,-3.3194778914381455
48.0,0.4582105781687412,-3.3893488898493658
49.0,0.4506507758394196,-3.461598769164007
50.0,0.44298807610398916,-3.5360796351041617
51.0,0.43524578597727526,-3.612654250025336
52.0,0.4274451972183685,-3.691195582956336
53.0,0.4196056858048105,-3.771586355954381
54.0,0.41174481731376245,-3.8537185864563965
55.0,0.40387845607157213,-3.9374931261059585
56.0,0.3960208761675402,-4.022819197174298
57.0,0.3881848726638736,-4.109613928183746
58.0,0.38038187156671177,-4.197801890694009
59.0,0.3726220373483894,-4.28731463943845
60.0,0.36491437702524854,-4.378090258112052
61.0,0.35726683999559883,-4.470072913129263
62.0,0.34968641302682,-4.563212417602786
63.0,0.34217920994778217,-4.657463807658195
64.0,0.33475055575195933,-4.75278693300841
65.0,0.32740506494763666,-4.849146063480384
66.0,0.3201467141046803,-4.9465095129266015
67.0,0.3129789086430679,-5.044849281678063
68.0,0.30590454398764755,-5.144140718413946
69.0,0.29892606127755705,-5.244362202044811
70.0,0.292045497868649,-5.345494843938931
71.0,0.28526453290452825,-5.447522210571007
72.0,0.27858452825784275,-5.550430066443793
73.0,0.27200656515971544,-5.654206136929025
74.0,0.2655314768430521,-5.758839890497052
75.0,0.2591598775262658,-5.864322339654805
76.0,0.25289218805896063,-5.970645859789898
77.0,0.2467286585414845,-6.0778040250233145
78.0,0.24066938821703232,-6.185791460103153
79.0,0.23471434291908255,-6.294603707325292
80.0,0.22886337033921178,-6.404237107441185
81.0,0.22311621336143495,-6.514688693505971
82.0,0.21747252168976128,-6.625956096629306
83.0,0.21193186197613123,-6.7380374626138
84.0,0.2064937266366862,-6.850931378499785
85.0,0.20115754152574739,-6.964636808077536
86.0,0.1959226726191582,-7.079153035477161
87.0,0.1907884318419536,-7.194479616000215
88.0,0.1857540821597644,-7.310616333413872
89.0,0.18081884203902265,-7.427563162986512
90.0,0.17598188936789194,-7.545320239602445
91.0,0.17124236491795697,-7.663887830350728
92.0,0.16659937541597358,-7.783266311039289
93.0,0.16205199628539524,-7.903456146139288
94.0,0.15759927410888996,-8.024457871715242
95.0,0.15324022885553656,-8.146272080944515
96.0,0.1489738559098034,-8.268899411873987
97.0,0.14479912793366534,-8.392340537102633
98.0,0.1407149965882245,-8.51659615511626
99.0,0.13672039413689818,-8.6416669830346
100.0,0.13281423494854283,-8.767553750561756
