z_um,fraction_captured,power_dbm
0.0,0.0,-inf
1.0,0.06992237852406456,-11.553838068852828
2.0,0.13891862629588345,-8.572395198837867
3.0,0.20609361829859874,-6.859354559675785
4.0,0.27061251506570505,-5.676521223788521
5.0,0.3317267253995122,-4.7921953835094735
6.0,0.38879521675577494,-4.102790867224887
7.0,0.4413001897586914,-3.5526588580652407
8.0,0.48885654655491345,-3.1081856455683172
9.0,0.5312150185676018,-2.747296550466042
10.0,0.5682592385014691,-2.454534949824999
11.0,0.5999974090487536,-2.218506250134542
12.0,0.6265495090953742,-2.0304460595092957
13.0,0.6481311697067914,-1.8833709210007774
14.0,0.6650354401022285,-1.7715521028979844
15.0,0.6776136520794966,-1.6901785273185863
16.0,0.6862564927941497,-1.6351353358544796
17.0,0.6913762298480917,-1.602855559814441
18.0,0.693390822406184,-1.5902191088373063
19.0,0.6927104214089246,-1.5944827861645374
20.0,0.6897265329588229,-1.6132306689787568
21.0,0.6848039099327146,-1.6443376869107413
22.0,0.6782750611270602,-1.685941508164674
23.0,0.6704371326517267,-1.736419399936124
24.0,0.6615508255151623,-1.7943678429154666
25.0,0.6518409646085501,-1.8585835000095876
26.0,0.6414983224623034,-1.9280447498089588
27.0,0.6306823189502613,-2.0018934419293566
28.0,0.6195242573466784,-2.0794168424262196
29.0,0.6081308096613984,-2.1600299341847107
30.0,0.5965875226899757,-2.24325833916561
31.0,0.58496217474564,-2.328722156791028
32.0,0.5733078671695506,-2.4161209861450756
33.0,0.5616657815833527,-2.5052203388103287
34.0,0.550067571992437,-2.595839571586879
35.0,0.5385373899509402,-2.687841388178869
36.0,0.5270935615838951,-2.781122886335799
37.0,0.5157499483960537,-2.8756080680863585
38.0,0.5045170308304067,-2.971241688307823
39.0,0.4934027558940054,-3.0679842909391812
40.0,0.4824131891871467,-3.1658082708495283
41.0,0.471553008524246,-3.264694799879844
42.0,0.4608258719714732,-3.3646314647062976
43.0,0.4502346882696323,-3.465610478878407
44.0,0.439781812770456,-3.5676273490418215
45.0,0.4294691875181337,-3.6706798939007266
46.0,0.41929844013842776,-3.774767532428269
47.0,0.40927095283046844,-3.879890774243486
48.0,0.39938790999257356,-3.9860508594248794
49.0,0.3896503308084409,-4.093249507138542
50.0,0.3800590914042513,-4.2014887423674265
51.0,0.3706149398818491,-4.310770777924307
52.0,0.3613185065603105,-4.421097935075795
53.0,0.35217031104689356,-4.532472590785149
54.0,0.3431707672474954,-4.644897143076619
55.0,0.33432018706597044,-4.7583739885863965
56.0,0.3256187832909073,-4.872905508212063
57.0,0.317066671996839,-4.988494058081512
58.0,0.30866387467106293,-5.105141963976683
59.0,0.3004103202002263,-5.222851517976201
60.0,0.29230584680027205,-5.341624976507761
61.0,0.28435020394057353,-5.461464559286627
62.0,0.27654305429213233,-5.582372448805173
63.0,0.2688839757164503,-5.704350790161492
64.0,0.2613724633034048,-5.827401691094398
65.0,0.2540079314613424,-5.951527222142557
66.0,0.24678971605947198,-6.076729416877371
67.0,0.23971707662075636,-6.203010272179
68.0,0.23278919856237656,-6.330371748537054
69.0,0.2260051954801816,-6.458815770364997
70.0,0.21936411147316626,-6.588344226321742
71.0,0.21286492350381336,-6.718958969636589
72.0,0.20650654379004063,-6.850661818435256
73.0,0.20028782222445252,-6.983454556065746
74.0,0.19420754881661229,-7.117338931423128
75.0,0.18826445615406728,-7.252316659272965
76.0,0.182457221877926,-7.388389420572954
77.0,0.17678447116883933,-7.525558862792616
78.0,0.17124477923931158,-7.663826600231013
79.0,0.1658366738283591,-7.803194214332253
80.0,0.16055863769460987,-7.9436632539989045
81.0,0.15540911110405287,-8.085235235903031
82.0,0.15038649430872908,-8.22791164479504
83.0,0.14548915001278195,-8.37169393381011
84.0,0.1407154058223874,-8.51658352477233
85.0,0.13606355667620917,-8.662581808496318
86.0,0.13153186725314225,-8.809690145086506
87.0,0.12711857435423768,-8.957909864233926
88.0,0.1228218892558317,-9.107242265510488
89.0,0.11864000003103237,-9.25768861866077
90.0,0.11457107383685428,-9.40925016389129
91.0,0.11061325916442977,-9.561928112157212
92.0,0.10676468804986361,-9.715723645446495
93.0,0.10302347824343783,-9.870637917061524
94.0,0.09938773533501866,-10.026672051898064
95.0,0.0958555548336556,-10.183827146721695
96.0,0.09242502419950649,-10.34210427044163
97.0,0.08909422482636697,-10.501504464381945
98.0,0.08586123397322198,-10.662028742550175
99.0,0.08272412664337903,-10.823678091903323
100.0,0.07968097740988311,-10.986453472611233
