# Wavelength Sweep
# Date: 2026-01-30 17:30:00
# Start: 1480 nm
# Stop: 1639 nm
# Step: 0.25 nm
# Points: 637
# Duration: 788.0 s
#
wavelength_nm,power_dBm
1529.25,-60.1297
1529.50,-59.3858
1529.75,-59.1233
1530.00,-59.2353
1530.25,-59.5362
1530.50,-60.0108
1530.75,-60.4609
1531.00,-60.3962
1531.25,-60.3978
1531.50,-60.1922
1531.75,-60.4226
1532.00,-59.8904
1532.25,-60.1801
1532.50,-60.5769
1532.75,-60.4376
1533.00,-60.7438
1533.25,-59.9572
1533.50,-60.0223
1533.75,-59.6870
1534.00,-60.2261
1534.25,-60.3947
1534.50,-59.8428
1534.75,-60.3067
1535.00,-60.1269
1535.25,-59.9257
1535.50,-59.7890
1535.75,-59.9479
1536.00,-60.5119
1536.25,-59.9269
1536.50,-59.9954
1536.75,-60.3095
1537.00,-60.3839
1537.25,-60.5541
1537.50,-59.5487
1537.75,-59.4129
1538.00,-59.8177
1538.25,-60.1880
1538.50,-60.0461
1538.75,-59.8599
1539.00,-60.9778
1539.25,-60.5354
1539.50,-60.3331
1539.75,-60.1321
1540.00,-60.4970
1540.25,-60.3905
1540.50,-59.9626
1540.75,-60.6442
1541.00,-60.1255
1541.25,-60.0276
1541.50,-60.0230
1541.75,-59.8606
1542.00,-59.6921
1542.25,-59.7179
1542.50,-60.2733
1542.75,-59.9481
1543.00,-59.2917
1543.25,-60.4770
1543.50,-60.3195
1543.75,-59.6288
1544.00,-59.6146
1544.25,-60.4266
1544.50,-59.8814
1544.75,-59.7336
1545.00,-59.7626
1545.25,-59.5088
1545.50,-59.6745
1545.75,-59.3894
1546.00,-59.1751
1546.25,-59.0163
1546.50,-58.9463
1546.75,-59.7336
1547.00,-59.1487
1547.25,-59.2928
1547.50,-59.6197
1547.75,-59.2882
1548.00,-59.3158
1548.25,-59.0350
1548.50,-58.9497
1548.75,-59.1999
1549.00,-58.9654
1549.25,-59.2403
1549.50,-59.3426
1549.75,-59.3487
1550.00,-58.5601
1550.25,-58.7494
1550.50,-59.2225
1550.75,-59.4368
1551.00,-59.6929
1551.25,-58.7514
1551.50,-59.2655
1551.75,-58.4780
1552.00,-59.0163
1552.25,-58.6737
1552.50,-58.3521
1552.75,-58.8888
1553.00,-59.3821
1553.25,-58.9587
1553.50,-59.0202
1553.75,-58.2627
1554.00,-58.8871
1554.25,-58.0163
1554.50,-58.9631
1554.75,-58.5461
1555.00,-59.1928
1555.25,-59.0965
1555.50,-59.2631
1555.75,-59.3313
1556.00,-58.7871
1556.25,-59.5528
1556.50,-59.2870
1556.75,-59.4767
1557.00,-59.5379
1557.25,-58.9310
1557.50,-59.5038
1557.75,-58.7872
1558.00,-59.3905
1558.25,-59.1520
1558.50,-59.2652
1558.75,-59.5217
1559.00,-58.5136
1559.25,-59.3116
1559.50,-58.7443
1559.75,-59.0484
1560.00,-58.9230
1560.25,-58.5770
1560.50,-58.5075
1560.75,-58.0389
1561.00,-59.1454
1561.25,-58.5259
1561.50,-59.2677
1561.75,-58.8929
1562.00,-59.2118
1562.25,-59.7963
1562.50,-59.3369
1562.75,-59.8504
1563.00,-59.9215
1563.25,-59.5947
1563.50,-59.9030
1563.75,-59.6293
1564.00,-60.3280
1564.25,-59.3293
1564.50,-59.9769
1564.75,-59.9175
1565.00,-59.5201
1565.25,-60.0227
1565.50,-59.6247
1565.75,-60.2871
1566.00,-60.0090
1566.25,-61.0010
1566.50,-59.7581
1566.75,-59.4009
1567.00,-60.2950
1567.25,-60.0011
1567.50,-60.4254
1567.75,-59.7313
1568.00,-59.9091
1568.25,-60.0615
1568.50,-59.6655
1568.75,-60.0200
1569.00,-59.2597
1569.25,-60.1466
1569.50,-59.8050
1569.75,-60.4767
1570.00,-59.9832
1570.25,-59.9438
1570.50,-60.0344
1570.75,-59.3873
1571.00,-59.9133
1571.25,-59.6067
1571.50,-60.2906
1571.75,-59.2184
1572.00,-59.4451
1572.25,-60.1252
1572.50,-59.2880
1572.75,-59.6227
1573.00,-59.2732
1573.25,-59.7012
1573.50,-60.0717
1573.75,-60.1531
1574.00,-59.8664
1574.25,-59.3263
1574.50,-60.3618
1574.75,-60.4588
1575.00,-60.7382
1575.25,-59.5925
1575.50,-60.1483
1575.75,-60.2390
1576.00,-60.3917
1576.25,-59.9533
1576.50,-59.3315
1576.75,-60.1418
1577.00,-59.5148
1577.25,-59.5890
1577.50,-59.1546
1577.75,-59.3311
1578.00,-59.6522
1578.25,-58.8292
1578.50,-59.4714
1578.75,-59.4082
1579.00,-60.1701
1579.25,-59.3366
1579.50,-58.7846
1579.75,-59.8376
1580.00,-59.5721
1580.25,-60.2493
1580.50,-59.3129
1580.75,-59.7814
1581.00,-59.4724
1581.25,-60.2304
1581.50,-59.7942
1581.75,-59.2812
1582.00,-59.3647
1582.25,-58.8836
1582.50,-60.1733
1582.75,-58.8697
1583.00,-58.8632
1583.25,-58.5410
1583.50,-59.0017
1583.75,-59.2529
1584.00,-58.4229
1584.25,-58.4560
1584.50,-57.8761
1584.75,-58.0030
1585.00,-57.4998
1585.25,-57.6503
1585.50,-57.9735
1585.75,-57.7449
1586.00,-57.6246
1586.25,-57.5212
1586.50,-57.5627
1586.75,-56.7316
1587.00,-57.8371
1587.25,-57.8231
1587.50,-57.7728
1587.75,-58.0529
1588.00,-57.9547
1588.25,-57.6290
1588.50,-57.0329
1588.75,-58.2556
1589.00,-57.2054
1589.25,-58.0195
1589.50,-58.0354
1589.75,-57.4420
1590.00,-57.9812
1590.25,-57.4397
1590.50,-56.9788
1590.75,-56.7325
1591.00,-57.4042
1591.25,-56.7283
1591.50,-57.5017
1591.75,-57.1603
1592.00,-57.1589
1592.25,-57.2612
1592.50,-56.5488
1592.75,-56.5597
1593.00,-56.4797
1593.25,-56.6608
1593.50,-56.5034
1593.75,-57.0344
1594.00,-56.7985
1594.25,-56.8755
1594.50,-57.0333
1594.75,-56.3034
1595.00,-56.3634
1595.25,-56.1299
1595.50,-56.9639
1595.75,-56.0353
1596.00,-56.2847
1596.25,-56.2621
1596.50,-55.8201
1596.75,-56.4312
1597.00,-56.0872
1597.25,-56.1720
1597.50,-55.9079
1597.75,-56.9360
1598.00,-56.2157
1598.25,-56.6679
1598.50,-57.0456
1598.75,-57.5712
1599.00,-57.4387
1599.25,-57.5846
1599.50,-57.3949
1599.75,-56.9153
1600.00,-57.7560
1600.25,-57.0573
1600.50,-57.3172
1600.75,-57.3661
1601.00,-57.5727
1601.25,-57.4704
1601.50,-57.8108
1601.75,-57.2030
1602.00,-57.7175
1602.25,-57.6249
1602.50,-56.6835
1602.75,-57.4429
1603.00,-56.2659
1603.25,-57.3087
1603.50,-56.3168
1603.75,-57.3093
1604.00,-56.5136
1604.25,-56.4567
1604.50,-57.2365
1604.75,-56.5160
1605.00,-57.8206
1605.25,-56.3042
1605.50,-58.6607
1605.75,-56.7114
1606.00,-58.4791
1606.25,-57.8191
1606.50,-58.5843
1606.75,-58.7276
1607.00,-58.8345
1607.25,-59.2211
1607.50,-58.6508
1607.75,-59.5211
1608.00,-59.0964
1608.25,-59.6692
1608.50,-58.8914
1608.75,-58.8457
1609.00,-58.3921
1609.25,-58.2140
1609.50,-57.6204
1609.75,-57.8360
1610.00,-57.4333
1610.25,-57.3530
1610.50,-57.6738
1610.75,-57.6389
1611.00,-57.5803
1611.25,-56.8499
1611.50,-56.8220
1611.75,-56.7953
1612.00,-57.2483
1612.25,-57.3695
1612.50,-58.0740
1612.75,-57.7642
1613.00,-57.5911
1613.25,-58.2173
1613.50,-57.6454
1613.75,-58.5571
1614.00,-57.4988
1614.25,-59.0568
1614.50,-58.2059
1614.75,-59.3274
1615.00,-58.0773
1615.25,-58.4586
1615.50,-58.0054
1615.75,-58.2262
1616.00,-58.4736
1616.25,-57.9659
1616.50,-58.2854
1616.75,-57.0950
1617.00,-58.8020
1617.25,-57.1969
1617.50,-58.3024
1617.75,-57.6224
1618.00,-58.0340
1618.25,-57.6136
1618.50,-58.0560
1618.75,-57.6648
1619.00,-57.3897
1619.25,-58.2539
1619.50,-57.6156
1619.75,-57.0787
1620.00,-56.4205
1620.25,-57.2464
1620.50,-56.4215
1620.75,-56.6785
1621.00,-56.3156
1621.25,-56.6107
1621.50,-55.7370
1621.75,-56.7723
1622.00,-56.1518
1622.25,-56.8174
1622.50,-55.9384
1622.75,-55.9051
1623.00,-55.8283
1623.25,-55.6565
1623.50,-56.8381
1623.75,-56.0306
1624.00,-56.1884
1624.25,-55.6327
1624.50,-56.3443
1624.75,-55.4109
1625.00,-56.9838
1625.25,-56.0887
1625.50,-56.7836
1625.75,-56.0003
1626.00,-56.3623
1626.25,-55.9948
1626.50,-56.0726
1626.75,-55.4696
1627.00,-55.3997
1627.25,-55.6796
1627.50,-55.2368
1627.75,-55.7309
1628.00,-55.0899
1628.25,-55.3137
1628.50,-54.6754
1628.75,-55.8065
1629.00,-55.0007
1629.25,-55.2173
1629.50,-54.8053
1629.75,-55.5452
1630.00,-54.4922
1630.25,-55.0452
1630.50,-54.9120
1630.75,-55.1111
1631.00,-54.7633
1631.25,-55.1393
1631.50,-55.3723
1631.75,-55.5068
1632.00,-56.4317
1632.25,-55.6928
1632.50,-56.3806
1632.75,-55.2576
1633.00,-56.4411
1633.25,-55.2794
1633.50,-56.2057
1633.75,-54.8729
1634.00,-55.8690
1634.25,-55.2183
1634.50,-55.5277
1634.75,-54.9616
1635.00,-55.1351
1635.25,-55.4349
1635.50,-55.2926
1635.75,-55.4987
1636.00,-55.4051
1636.25,-55.7867
1636.50,-54.4561
1636.75,-55.3027
1637.00,-54.7967
1637.25,-55.1718
1637.50,-55.5026
1637.75,-56.2063
1638.00,-55.1890
1638.25,-55.8379
1638.50,-56.0200
1638.75,-56.5095
1639.00,-56.1815
